path	type	species	counts	natoms	contcar_size	tebeg	teend	nsw
nscc1741_XM/xumeng/12-ml-dielectric/8-Ge/2-GeSe-orthorhombic/c-GeSe/opt3	opt	Ge Se	4 4	8	1183			500
nscc1741_XM/xumeng/12-ml-dielectric/8-Ge/4-GeS2-monoclinic/a/a1/3-opt	opt	Ge S	100 200	300	33303			1000
nscc1741_XM/xumeng/12-ml-dielectric/42-AgInTe2/2-opt2	opt	Ag In Te	50 50 100	200	22314			2000
nscc1741_XM/xumeng/12-ml-dielectric/60-GeSbSe	opt	Ge Sb Se	68 68 170	306	33974			200
nscc1741_XM/xumeng/12-ml-dielectric/dope/SbSeTe/3-opt	opt	Sb Se Te	120 90 90	300	33314			200
nscc1741_XM/xumeng/12-ml-dielectric/dope/SbSeTe/90%	opt	Sb Se Te	120 162 18	300	33314			200
nscc1741_XM/xumeng/12-ml-dielectric/dope/SbSeTe/10%	opt	Sb Se Te	120 18 162	300	33314			200
nscc1741_XM/xumeng/12-ml-dielectric/dope/SbSeTe/3-30%	opt	Sb Se Te	120 54 126	300	33314			200
nscc1741_XM/xumeng/12-ml-dielectric/dope/SbSeTe/4-40%	opt	Sb Se Te	120 72 108	300	33314			50
nscc1741_XM/xumeng/12-ml-dielectric/dope/SbSeTe/6-60%	opt	Sb Se Te	120 108 72	300	33314			200
nscc1741_XM/xumeng/12-ml-dielectric/dope/SbSeTe/7-70%	opt	Sb Se Te	120 126 54	300	33314			200
nscc1741_XM/xumeng/12-ml-dielectric/dope/SbSeTe/8-80%	opt	Sb Se Te	120 144 36	300	33314			50
nscc1741_XM/xumeng/12-ml-dielectric/dope/GeSeTe/10%	opt	Ge Te Se	150 135 15	300	33314			100
nscc1741_XM/xumeng/12-ml-dielectric/dope/GeSeTe/20%	opt	Ge Te Se	150 120 30	300	33314			100
nscc1741_XM/xumeng/12-ml-dielectric/dope/GeSeTe/30%	opt	Ge Te Se	150 105 45	300	33314			100
nscc1741_XM/xumeng/12-ml-dielectric/dope/GeSeTe/4-40%	opt	Ge Te Se	150 90 60	300	33314			1000
nscc1741_XM/xumeng/12-ml-dielectric/dope/GeSeTe/5-50%	opt	Ge Te Se	150 75 75	300	33314			500
nscc1741_XM/xumeng/12-ml-dielectric/dope/GeSeTe/6-60%	opt	Ge Te Se	150 60 90	300	33314			1000
nscc1741_XM/xumeng/Sb2Se3/1-opt2	opt	Sb Se	120 180	300	33303			1000
nscc1741_XM/xumeng/Sb2Se3/3-opt2	opt	Sb Se	120 180	300	33303			2000
nscc1741_XM/xumeng/Sb2Se3/4-opt2	opt	Sb Se	120 180	300	33303			2000
nscc1741_XM/xumeng/7-crystallize-Sb/2-SbC/2-C10/0-crystal/2-opt	opt	Sb C	195 21	216	55920			3000
nscc1741_XM/xumeng/7-crystallize-Sb/2-SbC/2-C10/0-crystal/3-opt7	opt	Sb C	195 21	216	55920			3000
nscc1741_XM/xumeng/7-crystallize-Sb/2-SbC/2-C10/0-crystal/1-opt-box	opt	Sb C	195 21	216	55920			3000
nscc1741_XM/xumeng/7-crystallize-Sb/2-SbC/amorphous/2-opt	opt	Sb C	195 21	216	55920			3000
nscc1741_XM/xumeng/7-crystallize-Sb/2-SbC/amorphous/3-opt	opt	Sb C	195 21	216	55920			3000
nscc1741_XM/xumeng/7-crystallize-Sb/2-SbC/3-C5/0-crystal/2-opt	opt	Sb C	205 11	216	58531			3000
nscc1741_XM/xumeng/7-crystallize-Sb/2-SbC/3-C5/0-crystal/1-opt-box	opt	Sb C	205 11	216	58531			3000
nscc1741_XM/xumeng/7-crystallize-Sb/1-Sb/1-600k/0-crystal/1-opt-box	opt	Sb	216	216	55909			3000
nscc1741_XM/xumeng/7-crystallize-Sb/1-Sb/1-600k/0-crystal/2-opt	opt	Sb	216	216	55909			3000
nscc1741_XM/xumeng/7-crystallize-Sb/1-Sb/1-600k/0-crystal/3-opt7	opt	Sb	216	216	55909			3000
nscc1741_XM/xumeng/7-crystallize-Sb/1-Sb/1-600k/0-crystal/4-opt2	opt	Sb	216	216	55909			3000
nscc1741_XM/xumeng/7-crystallize-Sb/1-Sb/1-600k/0-crystal/5-opt7	opt	Sb	216	216	55909			3000
nscc1741_XM/xumeng/7-crystallize-Sb/3-SbSi/3-Si5/0-crystal/1-opt-box	opt	Sb Si	205 11	216	58531			2000
nscc1741_XM/xumeng/7-crystallize-Sb/3-SbSi/3-Si5/0-crystal/2-opt	opt	Sb Si	205 11	216	58531			2000
nscc1741_XM/xumeng/7-crystallize-Sb/3-SbSi/2-Si10/0-crystal/1-opt-box	opt	Sb Si	195 21	216	55920			2000
nscc1741_XM/xumeng/7-crystallize-Sb/3-SbSi/2-Si10/0-crystal/2-opt	opt	Sb Si	195 21	216	55920			2000
nscc1741_XM/xumeng/7-crystallize-Sb/3-SbSi/amorphous/3-opt	opt	Sb Si	195 21	216	55920			2000
nscc1741_XM/xumeng/7-crystallize-Sb/3-SbSi/amorphous/2-opt	opt	Sb Si	195 21	216	55920			2000
nscc1741_XM/xumeng/7-crystallize-Sb/4-SbGe/2-Ge10/0-crystal/2-opt	opt	Sb Ge	195 21	216	55920			3000
nscc1741_XM/xumeng/7-crystallize-Sb/4-SbGe/2-Ge10/0-crystal/1-opt-box	opt	Sb Ge	195 21	216	55920			3000
nscc1741_XM/xumeng/7-crystallize-Sb/4-SbGe/2-Ge10/0-crystal/3-opt7	opt	Sb Ge	195 21	216	55920			3000
nscc1741_XM/xumeng/7-crystallize-Sb/4-SbGe/3-Ge5/0-crystal/2-opt	opt	Sb Ge	205 11	216	58531			3000
nscc1741_XM/xumeng/7-crystallize-Sb/4-SbGe/3-Ge5/0-crystal/1-opt-box	opt	Sb Ge	205 11	216	58531			3000
nscc1741_XM/xumeng/7-crystallize-Sb/4-SbGe/3-Ge5/0-crystal/3-opt7	opt	Sb Ge	205 11	216	58531			3000
nscc1741_XM/xumeng/7-crystallize-Sb/4-SbGe/amorphous/2-opt	opt	Sb Ge	195 21	216	55920			3000
nscc1741_XM/xumeng/7-crystallize-Sb/4-SbGe/amorphous/3-opt	opt	Sb Ge	195 21	216	55920			3000
nscc1741_XM/xumeng/7-crystallize-Sb/4-SbGe/amorphous/6-opt7	opt	Sb Ge	195 21	216	55920			3000
nscc1741_XM/xumeng/7-crystallize-Sb/5-SbSn/3-Sn5/0-crystal/1-opt-box	opt	Sb Sn	205 11	216	58531			3000
nscc1741_XM/xumeng/7-crystallize-Sb/5-SbSn/3-Sn5/0-crystal/2-opt	opt	Sb Sn	205 11	216	58531			3000
nscc1741_XM/xumeng/7-crystallize-Sb/5-SbSn/2-Sn10/0-crystal/1-opt-box	opt	Sb Sn	195 21	216	55920			3000
nscc1741_XM/xumeng/7-crystallize-Sb/5-SbSn/2-Sn10/0-crystal/2-opt	opt	Sb Sn	195 21	216	55920			3000
nscc1741_XM/xumeng/7-crystallize-Sb/5-SbSn/amorphous/2-opt	opt	Sb Sn	195 21	216	55920			3000
nscc1741_XM/xumeng/7-crystallize-Sb/5-SbSn/amorphous/3-opt	opt	Sb Sn	195 21	216	55920			3000
nscc1741_XM/xumeng/7-crystallize-Sb/5-SbSn/amorphous/4-opt7	opt	Sb Sn	195 21	216	55920			3000
nscc1741_XM/xumeng/soap-MD/1-GeSe/1/1-opt2	opt	Ge Se	150 150	300	33303			2000
nscc1741_XM/xumeng/soap-MD/generation/1-opt2	opt	Ge Se	150 150	300	33303			2000
nscc1741_XM/xumeng/xumeng/0-SbX/1-SbC/1-opt2	opt	Sb C	205 11	216	55920			2000
nscc1741_XM/xumeng/xumeng/0-SbX/1-SbC/2-opt7	opt	Sb C	205 11	216	55920			2000
nscc1741_XM/xumeng/xumeng/0-SbX/1-SbC/3-opt2	opt	Sb C	205 11	216	55920			2000
nscc1741_XM/xumeng/xumeng/0-SbX/2-SbSi/1-opt2	opt	Sb Si	205 11	216	55920			2000
nscc1741_XM/xumeng/xumeng/0-SbX/2-SbSi/2-opt7	opt	Sb Si	205 11	216	55920			2000
nscc1741_XM/xumeng/xumeng/0-SbX/2-SbSi/3-opt2	opt	Sb Si	205 11	216	55920			2000
nscc1741_XM/xumeng/xumeng/0-SbX/3-SbGe/1-opt2	opt	Sb Ge	205 11	216	55920			2000
nscc1741_XM/xumeng/xumeng/0-SbX/3-SbGe/2-opt7	opt	Sb Ge	205 11	216	55920			2000
nscc1741_XM/xumeng/xumeng/0-SbX/3-SbGe/3-opt2	opt	Sb Ge	205 11	216	55920			2000
nscc1741_XM/xumeng/xumeng/0-SbX/4-SbSn/1-opt2	opt	Sb Sn	205 11	216	55920			2000
nscc1741_XM/xumeng/xumeng/0-SbX/4-SbSn/2-opt7	opt	Sb Sn	205 11	216	55920			2000
nscc1741_XM/xumeng/xumeng/0-SbX/4-SbSn/3-opt2	opt	Sb Sn	205 11	216	55920			2000
nscc1741_XM/xumeng/xumeng/4-GeTe/4-opt2	opt	Ge Te	150 150	300	77508			3000
nscc1741_XM/xumeng/xumeng/4-GeTe/5-opt7	opt	Ge Te	150 150	300	77508			3000
nscc1741_XM/xumeng/xumeng/4-GeTe/6-opt2	opt	Ge Te	150 150	300	77508			3000
nscc1741_XM/xumeng/xumeng/4-GeTe/7-opt7	opt	Ge Te	150 150	300	77508			3000
nscc1741_XM/xumeng/xumeng/9-SnS/5-opt7	opt	Sn S	100 200	300	77508			3000
nscc1741_XM/xumeng/xumeng/9-SnS/4-opt2	opt	Sn S	100 200	300	77508			3000
nscc1741_XM/xumeng/xumeng/9-SnS/6-opt2	opt	Sn S	100 200	300	77508			3000
nscc1741_XM/xumeng/xumeng/9-SnS/7-opt7	opt	Sn S	100 200	300	77508			3000
nscc1741_XM/xumeng/xumeng/lobster/amorphous/1-pcm/1-Sb	opt	Sb	300	300	77497	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/1-pcm/2-Ge15Sb85	opt	Ge Sb	45 255	300	77508	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/1-pcm/4-GST-124	opt	Ge Sb Te	43 86 172	301	77776	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/1-pcm/5-GeTe	opt	Ge Te	150 150	300	77508	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/1-pcm/6-Sb2Te3	opt	Sb Te	120 180	300	77508	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/1-pcm/15-GST225	opt	Ge Sb Te	68 68 170	306	79061	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/1-pcm/16-AIST	opt	Ag In Sb Te	12 9 201 78	300	77530	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/1-pcm/17-SST	opt	Sc Sb Te	14 112 189	315	81374	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/1-pcm/18-SnSb2Te4	opt	Sn Sb Te	43 86 172	301	77776	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/1-pcm/24-SiSbTe	opt	Si Sb Te	43 86 172	301	77776	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/2-npcm/10-SnTe	opt	Sn Te	150 150	300	77508	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/2-npcm/11-SiO2	opt	Si O	100 200	300	77508	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/2-npcm/12-PbSe	opt	Pb Se	150 150	300	77508	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/2-npcm/3-SiGe	opt	Si Ge	150 150	300	77508	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/2-npcm/7-GeSe	opt	Ge Se	150 150	300	77508	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/2-npcm/7-GeSe/2-GeSe	opt	Ge Se	150 150	300	33303	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/2-npcm/8-SiC	opt	Si C	150 150	300	77508	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/2-npcm/9-SnS	opt	Sn S	100 200	300	77508	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/2-npcm/21-PbTe	opt	Pb Te	150 150	300	77508	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/2-npcm/14-Si	opt	Si	300	300	77497	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/2-npcm/13-GeS	opt	Ge S	150 150	300	77508	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/2-npcm/20-Ge2Sb2Se5	opt	Ge Sb Se	68 68 170	306	79061	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/2-npcm/22-SnSe	opt	Sn Se	150 150	300	77508	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/2-npcm/23-SnS	opt	Sn S	150 150	300	77508	3000.0	3000.0	0
nscc1741_XM/xumeng/xumeng/lobster/amorphous/2-npcm/24-PbS	opt	Pb S	150 150	300	77508	3000.0	3000.0	0
nscc1741_XM/xumeng/3-OTS/1-GeSe/1-dos-T/1-opt2	opt	Ge Se	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/7-dos/2-opt2	opt	Ge Se	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/7-dos/4-opt2	opt	Ge Se	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/7-dos/6-opt2	opt	Ge Se	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/6-dos/7-opt2	opt	Ge Se	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/2-opt2	opt	Ge Se	150 150	300	36922			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/4-rebuild/2-opt2	opt	Ge Se	151 151	302	37166			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/4-rebuild/4-opt2	opt	Ge Se	150 151	301	37044			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/4-rebuild/6-opt2	opt	Ge Se	151 151	302	37166			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/4-rebuild/8-opt2	opt	Ge Se	150 151	301	33413			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/4-rebuild/10-opt2	opt	Ge Se	151 151	302	33523			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/4-rebuild/14-opt2	opt	Ge Se	152 151	303	37288			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/4-rebuild/12-opt2	opt	Ge Se	151 151	302	37166			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/5-rebuild/2-opt2	opt	Ge Se	151 151	302	37166			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/5-rebuild/4-scf/2-opt2	opt	Ge Se	151 151	302	37166			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/5-rebuild/6-opt2	opt	Ge Se	151 151	302	37166			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/5-rebuild/9-opt2	opt	Ge Se	151 151	302	37166			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/5-rebuild/11-opt2	opt	Ge Se	151 151	302	37166			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/5-rebuild/14-opt2	opt	Ge Se	151 151	302	37166			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/5-rebuild/3-dos-T/2-opt2	opt	Ge Se	151 151	302	37166			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/2-Ge+Se/2-opt2	opt	Ge Se	150 150	300	36922			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/2-Ge+Se/5-opt2	opt	Ge Se	150 150	300	36922			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/3-Ge+Se+Ge/2-opt2	opt	Ge Se	150 150	300	36922			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/3-Ge+Se+Ge/5-opt2	opt	Ge Se	150 150	300	36922			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/3-Ge+Se+Ge/8-opt2	opt	Ge Se	150 150	300	36922			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/9-fix-atoms/1-break-chain/1-opt2	opt	Ge Se	149 149	298	33083			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/1-2%/2-opt2	opt	Ge Se	150 150	300	36922			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/1-2%/5-opt2	opt	Ge Se	150 150	300	36922			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/4-7%/2-opt2	opt	Ge Se	150 150	300	36922			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/3-10%/2-opt2	opt	Ge Se	150 150	300	36922			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/2-5%/2-opt2	opt	Ge Se	150 150	300	36922			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/5-3%/2-opt2	opt	Ge Se	150 150	300	36922			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/6-4%/2-opt2	opt	Ge Se	150 150	300	36922			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/7-6%/2-opt2	opt	Ge Se	150 150	300	36922			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/crystal/1-GeSe/1-opt3	opt	Ge Se	32 32	64	7343			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/crystal/1-GeSe/4-opt3	opt	Ge Se	32 32	64	7343			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/crystal/2-GeSe-Ge-doped/1-opt3	opt	Ge Se	33 32	65	7453			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/crystal/3-GeSe+Se/1-opt3	opt	Ge Se	32 33	65	8252			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/crystal/3-GeSe+Se/3-opt3	opt	Ge Se	32 34	66	8374			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/crystal/3-GeSe+Se/5-opt3	opt	Ge Se	64 65	129	16060			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/crystal/3-GeSe+Se/7-opt3	opt	Ge Se	128 129	257	28573			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/crystal/3-GeSe+Se/10-opt2-removeSe	opt	Ge Se	128 129	257	28573			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/crystal/4-GeSe1+1Se/1-opt3	opt	Ge Se	33 32	65	8252			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/crystal/5-GeSe-As-doped/1-opt3	opt	Ge As Se	30 2 32	64	7354			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/crystal/5-GeSe-As-doped/3-opt3	opt	Ge As Se	30 2 32	64	7354			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/crystal/5-GeSe-As-doped/5-opt3	opt	Ge As Se	30 2 32	64	7354			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/crystal/0-Se-doped/1-opt3	opt	Ge Se	32 33	65	7453			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/10-dos/2-opt2	opt	Ge Se	150 150	300	36922			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/10-dos/4-opt2	opt	Ge Se	150 150	300	36922			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/5-dos-T/3-opt2	opt	Ge Se	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/5-dos-T/4-opt2	opt	Ge Se	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/5-dos-T/0-GeSe/1-opt2	opt	Ge Se	149 151	300	33303			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/11-dos/2-opt2	opt	Ge Se	149 151	300	36922			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/11-dos/5-opt2	opt	Ge Se	150 150	300	36922			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/C-GeSe/2-opt2	opt	Ge Se C	149 150 1	300	33314			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/C-GeSe/5-opt2-As	opt	Ge Se As	149 150 1	300	33314			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/0-dos/1-SnTe-GeSe/1-opt2	opt	Ge Se	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/0-dos/1-SnTe-GeSe/3-opt2	opt	Ge Se	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/1-GeSe/0-dos/2-SnTe-GeSe/1-opt2	opt	Ge Se	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/2-SiTe/3-dos/1-opt2	opt	Si Te	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/2-SiTe/dos2/1-opt2	opt	Si Te	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/2-SiTe/dos2/4-opt2	opt	Si Te	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/2-SiTe/dos2/6-opt2	opt	Si Te	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/2-SiTe/dos2/8-opt2	opt	Si Te	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/2-SiTe/1-dos/1-opt2	opt	Si Te	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/2-SiTe/1-dos/8-opt2	opt	Si Te	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/2-SiTe/1-dos/11-opt2	opt	Si Te	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/2-dos/1-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/2-dos/3-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/2-dos/5-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/3-dos/1-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/3-dos/3-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/3-dos/5-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/3-dos/7-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/3-dos/9-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/3-dos/new/1-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/3-dos/new/4-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/3-dos/6-dos-m/2-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/5-dos-F/1-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/5-dos-F/3-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/5-dos-F/5-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/1-dos/1-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/1-dos/4-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/1-dos/6-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/1-dos/8-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/1-dos/10-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/4-dos-F/1-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/4-dos-F/3-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/4-dos-F/5-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/4-dos-F/7-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/6-dos-T/1-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/6-dos-T/4-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/8-dos2-GeS/1-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/3-GeS/8-dos2-GeS/3-opt2	opt	Ge S	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/9-ZnTe/1-dos/1-opt2	opt	Zn Te	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/9-ZnTe/1-dos/6-opt2	opt	Zn Te	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/14-BTe/0-a/3-opt2	opt	B Te	120 180	300	33303			2000
nscc1741_XM/xumeng/3-OTS/14-BTe/2-dos/1-opt2	opt	B Te	120 180	300	33303			2000
nscc1741_XM/xumeng/3-OTS/14-BTe/2-dos/3-opt2	opt	B Te	120 180	300	33303			2000
nscc1741_XM/xumeng/3-OTS/14-BTe/1-dos/2-opt2	opt	B Te	120 180	300	33303			2000
nscc1741_XM/xumeng/3-OTS/14-BTe/1-dos/4-opt2	opt	B Te	120 180	300	33303			2000
nscc1741_XM/xumeng/3-OTS/5-GeSeAs25/1-dos/2-opt2	opt	Ge As Se	90 60 150	300	33314			2000
nscc1741_XM/xumeng/3-OTS/5-GeSeAs25/1-dos/4-opt2	opt	Ge As Se	90 60 150	300	33314			2000
nscc1741_XM/xumeng/3-OTS/5-GeSeAs25/1-dos/9-opt2	opt	Ge As Se	90 60 150	300	33314			2000
nscc1741_XM/xumeng/3-OTS/5-GeSeAs25/1-dos/7-opt2	opt	Ge As Se	90 60 150	300	33314			2000
nscc1741_XM/xumeng/3-OTS/5-GeSeAs25/1-dos/11-opt2	opt	Ge As Se	90 60 150	300	33314			2000
nscc1741_XM/xumeng/3-OTS/4-SiSe/6-dos/2-opt2	opt	Si Se	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/4-SiSe/3-dos/2-opt2	opt	Si Se	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/4-SiSe/3-dos/4-opt2	opt	Si Se	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/4-SiSe/3-dos/7-opt2	opt	Si Se	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/4-SiSe/4-dos/2-opt2	opt	Si Se	150 150	300	33303			2000
nscc1741_XM/xumeng/3-OTS/4-SiSe/4-dos/4-opt2	opt	Si Se	150 150	300	33303			2000
