model_key	rep_path	how	n_merged	formula	species	counts	natoms	tebeg
ysj/ef/gese/md/0.1	ysj/ef/gese/md/0.1/100-0.1	md-first-frame	3	Ge150Se150	Ge Se 	150 150	300	300
ysj/ef/gese/md/0.1/001+0.1	ysj/ef/gese/md/0.1/001+0.1	md-first-frame	1	Ge150Se150	Ge Se 	150 150	300	300
ysj/ef/gese/md/0.1/010+0.1	ysj/ef/gese/md/0.1/010+0.1	md-first-frame	1	Ge150Se150	Ge Se 	150 150	300	300
ysj/ef/gese/md/0.1/100+0.1	ysj/ef/gese/md/0.1/100+0.1	md-first-frame	1	Ge150Se150	Ge Se 	150 150	300	300
ysj/ef/gese/md/0.2	ysj/ef/gese/md/0.2/001-0.2	md-first-frame	3	Ge150Se150	Ge Se 	150 150	300	300
ysj/ef/gese/md/0.2/001+0.2	ysj/ef/gese/md/0.2/001+0.2	md-first-frame	1	Ge150Se150	Ge Se 	150 150	300	300
ysj/ef/gese/md/0.2/010+0.2	ysj/ef/gese/md/0.2/010+0.2	md-first-frame	1	Ge150Se150	Ge Se 	150 150	300	300
ysj/ef/gese/md/0.2/100+0.2	ysj/ef/gese/md/0.2/100+0.2	md-first-frame	1	Ge150Se150	Ge Se 	150 150	300	300
ysj/ef/gese/md/0.2/ground	ysj/ef/gese/md/0.2/ground	md-first-frame	1	Ge150Se150	Ge Se 	150 150	300	300
ysj/ef/gese/md/ground	ysj/ef/gese/md/ground	md-first-frame	1	Ge150Se150	Ge Se 	150 150	300	300
ysj/ef/gese/reply/VASPR2-1/rate_100Kps	ysj/ef/gese/reply/VASPR2-1/rate_100Kps/3-opt	opt-CONTCAR	2	Ge150Se150	Ge Se	150 150	300	
ysj/ef/gese/reply/VASPR2-1/rate_10Kps	ysj/ef/gese/reply/VASPR2-1/rate_10Kps/3-opt	opt-CONTCAR	2	Ge150Se150	Ge Se	150 150	300	
ysj/ef/gese/reply/VASPR2-1/rate_200Kps	ysj/ef/gese/reply/VASPR2-1/rate_200Kps/3-opt	opt-CONTCAR	2	Ge150Se150	Ge Se	150 150	300	
ysj/ef/gese/reply/VASPR2-1/rate_20Kps	ysj/ef/gese/reply/VASPR2-1/rate_20Kps/3-opt	opt-CONTCAR	2	Ge150Se150	Ge Se	150 150	300	
ysj/ef/gese/reply/VASPR2-1/rate_300Kps	ysj/ef/gese/reply/VASPR2-1/rate_300Kps/3-opt	opt-CONTCAR	2	Ge150Se150	Ge Se	150 150	300	
ysj/ef/gese/reply/VASPR2-1/rate_30Kps	ysj/ef/gese/reply/VASPR2-1/rate_30Kps/3-opt	opt-CONTCAR	2	Ge150Se150	Ge Se	150 150	300	
ysj/ef/gese/reply/VASPR2-1/rate_500Kps	ysj/ef/gese/reply/VASPR2-1/rate_500Kps/3-opt	opt-CONTCAR	2	Ge150Se150	Ge Se	150 150	300	
ysj/ef/gese/reply/VASPR2-1/rate_50Kps	ysj/ef/gese/reply/VASPR2-1/rate_50Kps/3-opt	opt-CONTCAR	2	Ge150Se150	Ge Se	150 150	300	
ysj/ef/gese/reply/vasp_chain_jobs/rate_30Kps/steps	ysj/ef/gese/reply/vasp_chain_jobs/rate_30Kps/steps/step026_300K_FINAL_NVT_12ps	md-first-frame	1				None	300
ysj/ef/gese/reply/vasp_chain_jobs/rate_30Kps/steps/step023_400K_DENS_NPT_6ps	ysj/ef/gese/reply/vasp_chain_jobs/rate_30Kps/steps/step023_400K_DENS_NPT_6ps	md-first-frame	1				None	400
ysj/ef/gese/reply/vasp_chain_jobs/rate_30Kps/steps/step025_300K_DENS_NPT_6ps	ysj/ef/gese/reply/vasp_chain_jobs/rate_30Kps/steps/step025_300K_DENS_NPT_6ps	md-first-frame	1				None	300
ysj/gete-test/1	ysj/gete-test/1/relax	opt-CONTCAR	1	Ge150Te150	Ge Te	150 150	300	
ysj/gete-test/2	ysj/gete-test/2/relax	opt-CONTCAR	1	Ge150Te150	Ge Te	150 150	300	
ysj/gete-test/3	ysj/gete-test/3/relax	opt-CONTCAR	1	Ge150Te150	Ge Te	150 150	300	
ysj/gete-test/4	ysj/gete-test/4/relax	opt-CONTCAR	1	Ge150Te150	Ge Te	150 150	300	
ysj/gst147-cryss/GST147-cubic	ysj/gst147-cryss/GST147-cubic/3-opt	opt-CONTCAR	1	Ge27Sb108Te189	Ge Sb Te	27 108 189	324	
ysj/gst147-cryss/GST147-cubic/3-opt/sturcture2	ysj/gst147-cryss/GST147-cubic/3-opt/sturcture2	opt-CONTCAR	1	Ge27Sb108Te189	Ge Sb Te	27 108 189	324	
ysj/gst147-cryss/GST147-cubic/FIX	ysj/gst147-cryss/GST147-cubic/FIX/3-opt	opt-CONTCAR	1	Ge27Sb108Te189	Ge Sb Te	27 108 189	324	
ysj/gst147-cryss/gst147-c/FIX	ysj/gst147-cryss/gst147-c/FIX/3-opt	opt-CONTCAR	1	Ge25Sb100Te175C24	Ge Sb Te C	25 100 175 24	324	
ysj/optical/a/AIST	ysj/optical/a/AIST/3-opt	opt-CONTCAR	2	Ag15In15Sb180Te90	Ag In Sb Te	15 15 180 90	300	
ysj/optical/a/AIST/3-opt/neg	ysj/optical/a/AIST/3-opt/neg/1-0.13	opt-CONTCAR	1	Ag15In15Sb180Te90	Ag In Sb Te	15 15 180 90	300	
ysj/optical/a/AIST/3-opt/neg/2--5.59	ysj/optical/a/AIST/3-opt/neg/2--5.59	opt-CONTCAR	1	Ag15In15Sb180Te90	Ag In Sb Te	15 15 180 90	300	
ysj/optical/a/AIST/3-opt/pos/1-7.06	ysj/optical/a/AIST/3-opt/pos/1-7.06	opt-CONTCAR	1	Ag15In15Sb180Te90	Ag In Sb Te	15 15 180 90	300	
ysj/optical/a/GSST2241	ysj/optical/a/GSST2241/3-opt	opt-CONTCAR	2	Ge68Sb68Se136Te34	Ge Sb Se Te	68 68 136 34	306	
ysj/optical/a/GST225	ysj/optical/a/GST225/3-opt	opt-CONTCAR	1	Ge68Sb68Te170	Ge Sb Te	68 68 170	306	
ysj/optical/a/GeSeTe	ysj/optical/a/GeSeTe/3-opt	opt-CONTCAR	1	Ge75Se21Te204	Ge Se Te	75 21 204	300	
ysj/optical/a/Sb2Se3	ysj/optical/a/Sb2Se3/2-opt	opt-CONTCAR	2	Sb120Se180	Sb Se	120 180	300	
ysj/optical/a/Sb2Se3/1-optical/6/neg	ysj/optical/a/Sb2Se3/1-optical/6/neg	opt-CONTCAR	1	Sb120Se180	Sb Se	120 180	300	
ysj/optical/a/Sb2Se3/1-optical/6/pos	ysj/optical/a/Sb2Se3/1-optical/6/pos	opt-CONTCAR	1	Sb120Se180	Sb Se	120 180	300	
ysj/optical/a/crte3	ysj/optical/a/crte3/opt	opt-CONTCAR	1	Cr50Te150	Cr Te	50 150	200	
ysj/optical/a/crtese	ysj/optical/a/crtese/3-opt	opt-CONTCAR	1	Cr50Te140Se10	Cr Te Se	50 140 10	200	
ysj/optical/c/AIST	ysj/optical/c/AIST/opt	opt-CONTCAR	1	Sb49Te24Ag4In4	Sb Te Ag In	49 24 4 4	81	
ysj/optical/c/AIST/optical-pri/isif3	ysj/optical/c/AIST/optical-pri/isif3	opt-CONTCAR	1	Sb49Te24Ag4In4	Sb Te Ag In	49 24 4 4	81	
ysj/optical/c/GSS225	ysj/optical/c/GSS225/opt	opt-CONTCAR	1	Sb16Se40Ge16	Sb Se Ge	16 40 16	72	
ysj/optical/c/GSST2241	ysj/optical/c/GSST2241/opt	opt-CONTCAR	1	Ge16Sb16Se32Te8	Ge Sb Se Te	16 16 32 8	72	
ysj/optical/c/GST225	ysj/optical/c/GST225/OPT	opt-CONTCAR	1	Ge8Sb8Te20	Ge Sb Te	8 8 20	36	
ysj/optical/c/GeSeTe	ysj/optical/c/GeSeTe/3-opt	opt-CONTCAR	1	Ge50Se14Te136	Ge Se Te	50 14 136	200	
ysj/optical/c/Sb2Se3/1-POSCAR1	ysj/optical/c/Sb2Se3/1-POSCAR1/2-opt	opt-CONTCAR	2	Sb8Se12	Sb Se	8 12	20	
ysj/optical/c/crte3	ysj/optical/c/crte3/opt	opt-CONTCAR	1	Cr8Te24	Cr Te	8 24	32	
ysj/optical/c/crtese/3-opt/x	ysj/optical/c/crtese/3-opt/x	opt-CONTCAR	1	Cr40Te112Se8	Cr Te Se	40 112 8	160	
ysj/optical/c/crtese/3-opt/y	ysj/optical/c/crtese/3-opt/y	opt-CONTCAR	1	Cr40Te112Se8	Cr Te Se	40 112 8	160	
ysj/optical/c/crtese/3-opt/z	ysj/optical/c/crtese/3-opt/z	opt-CONTCAR	1	Cr40Te112Se8	Cr Te Se	40 112 8	160	
ysj/patent/2/N-15%	ysj/patent/2/N-15%/4-md	md-first-frame	2	Ga128S127N45	Ga S N	128 127 45	300	300
ysj/patent/2/N-15%/model	ysj/patent/2/N-15%/model	opt-CONTCAR	1	Ga128S127N45	Ga S N	128 127 45	300	
ysj/patent/2/Si-30%	ysj/patent/2/Si-30%/4-md	md-first-frame	1	Ga105S105Si90	Ga S Si	105 105 90	300	300
ysj/patent/2/Si-30%/model	ysj/patent/2/Si-30%/model	opt-CONTCAR	1	Ga105S105Si90	Ga S Si	105 105 90	300	
ysj/patent/3/1-GeSe-PSb/30%	ysj/patent/3/1-GeSe-PSb/30%/4-md	md-first-frame	1	Ge84P36Sb36Se84	Ge P Sb Se	84 36 36 84	240	300
ysj/patent/3/1-GeSe-PSb/30%/model	ysj/patent/3/1-GeSe-PSb/30%/model	opt-CONTCAR	1	Ge84P36Sb36Se84	Ge P Sb Se	84 36 36 84	240	
ysj/patent/3/2-GeS-SiN	ysj/patent/3/2-GeS-SiN/4-md	md-first-frame	1	Ge108Si12N12S108	Ge Si N S	108 12 12 108	240	300
ysj/patent/3/2-GeS-SiN/model	ysj/patent/3/2-GeS-SiN/model	opt-CONTCAR	1	Ge108Si12N12S108	Ge Si N S	108 12 12 108	240	
ysj/patent/3/3-GeTe9-InSe	ysj/patent/3/3-GeTe9-InSe/3-opt	opt-CONTCAR	2	Ge22In12Se12Te194	Ge In Se Te	22 12 12 194	240	
ysj/structure-optimization	ysj/structure-optimization	opt-CONTCAR	1	Ge27Sb108Te189	Ge Sb Te	27 108 189	324	
yyf/1-Te/1-in3Te7	yyf/1-Te/1-in3Te7/4-md	md-first-frame	1	In90Te210	In Te	90 210	300	300
yyf/1-Te/2-inte3/1model	yyf/1-Te/2-inte3/1model/3-opt	opt-CONTCAR	3	In75Te225	In Te	75 225	300	
yyf/1-Te/2-inte3/2model	yyf/1-Te/2-inte3/2model/4-opt	opt-CONTCAR	2	In70Te210	In Te	70 210	280	
yyf/1-Te/2-inte3/3model	yyf/1-Te/2-inte3/3model/3-opt	opt-CONTCAR	2	In70Te210	In Te	70 210	280	
yyf/1-Te/2-inte3/7-exc/1-model/1-move2e	yyf/1-Te/2-inte3/7-exc/1-model/1-move2e/1-opt	opt-CONTCAR	1	In70Te210	In Te	70 210	280	
yyf/1-Te/2-inte3/8-6Si	yyf/1-Te/2-inte3/8-6Si/5-opt	opt-CONTCAR	4	In70Te210Si20	In Te Si	70 210 20	300	
yyf/1-Te/3-in2te8/1-models	yyf/1-Te/3-in2te8/1-models/4-opt	opt-CONTCAR	8	In60Te240	In Te	60 240	300	
yyf/1-Te/3-in2te8/3-5Ga	yyf/1-Te/3-in2te8/3-5Ga/3-opt	opt-CONTCAR	3	In56Te224Ga20	In Te Ga	56 224 20	300	
yyf/1-Te/3-in2te8/4-excit/1-add2e	yyf/1-Te/3-in2te8/4-excit/1-add2e/1-opt	opt-CONTCAR	3	In60Te240	In Te	60 240	300	
yyf/1-Te/3-in2te8/4-excit/2-move2e	yyf/1-Te/3-in2te8/4-excit/2-move2e/1-opt	opt-CONTCAR	3	In60Te240	In Te	60 240	300	
yyf/1-Te/3-in2te8/4-excit/3-add4e	yyf/1-Te/3-in2te8/4-excit/3-add4e/1-opt	opt-CONTCAR	3	In60Te240	In Te	60 240	300	
yyf/1-Te/3-in2te8/4-excit/4-add6e	yyf/1-Te/3-in2te8/4-excit/4-add6e/1-opt	opt-CONTCAR	2	In60Te240	In Te	60 240	300	
yyf/1-Te/4-GST225	yyf/1-Te/4-GST225/1-opt	opt-CONTCAR	1	Ge2Sb2Te5	Ge Sb Te	2 2 5	9	
yyf/1-Te/5-IST312/1-h-ist	yyf/1-Te/5-IST312/1-h-ist/1-opt	opt-CONTCAR	1	In6Sb2Te4	In Sb Te	6 2 4	12	
yyf/2-Se/1-GeCuSe/2-2/1model	yyf/2-Se/1-GeCuSe/2-2/1model/2-opt	opt-CONTCAR	1	Ge140Se140Cu20	Ge Se Cu	140 140 20	300	
yyf/2-Se/1-GeCuSe/2-2/2model	yyf/2-Se/1-GeCuSe/2-2/2model/2-opt	opt-CONTCAR	1	Ge140Se140Cu20	Ge Se Cu	140 140 20	300	
yyf/2-Se/1-GeCuSe/2-2/3model	yyf/2-Se/1-GeCuSe/2-2/3model/2-opt	opt-CONTCAR	1	Ge140Se140Cu20	Ge Se Cu	140 140 20	300	
yyf/2-Se/1-GeCuSe/3-Cu/1-5%	yyf/2-Se/1-GeCuSe/3-Cu/1-5%/5-opt	opt-CONTCAR	9	Ge146Se146Cu8	Ge Se Cu	146 146 8	300	
yyf/2-Se/1-GeCuSe/3-Cu/2-10	yyf/2-Se/1-GeCuSe/3-Cu/2-10/3-opt	opt-CONTCAR	2	Ge143Se143Cu14	Ge Se Cu	143 143 14	300	
yyf/2-Se/1-GeCuSe/3-Cu/3-15	yyf/2-Se/1-GeCuSe/3-Cu/3-15/5-opt	opt-CONTCAR	3	Ge140Se140Cu20	Ge Se Cu	140 140 20	300	
yyf/2-Se/1-GeCuSe/3-Cu/4-20	yyf/2-Se/1-GeCuSe/3-Cu/4-20/12-opt1	opt-CONTCAR	12	Ge136Se136Cu28	Ge Se Cu	136 136 28	300	
yyf/3-S/1-GeSiS/1-3%	yyf/3-S/1-GeSiS/1-3%/5-opt	opt-CONTCAR	4	Ge150S150Si9	Ge S Si	150 150 9	309	
yyf/3-S/1-GeSiS/2-6%	yyf/3-S/1-GeSiS/2-6%/1111-opt	opt-CONTCAR	4	Ge150S150Si18	Ge S Si	150 150 18	318	
yyf/3-S/1-GeSiS/3-13%	yyf/3-S/1-GeSiS/3-13%/11111-opt	opt-CONTCAR	3	Ge150S150Si39	Ge S Si	150 150 39	339	
yyf/4-crystal/1-ZnSb	yyf/4-crystal/1-ZnSb/1-opt	opt-CONTCAR	1	Zn64Sb64	Zn Sb	64 64	128	
yyf/4-crystal/2-PbTe	yyf/4-crystal/2-PbTe/1-opt	opt-CONTCAR	1	Te108Pb108	Te Pb	108 108	216	
yyf/4-crystal/3-GaAs	yyf/4-crystal/3-GaAs/1-opt	opt-CONTCAR	1	Ga108As108	Ga As	108 108	216	
yyf/4-crystal/4-SnTe	yyf/4-crystal/4-SnTe/1-opt	opt-CONTCAR	1	Sn108Te108	Sn Te	108 108	216	
yyf/4-crystal/5-cubicSb	yyf/4-crystal/5-cubicSb/1-opt	opt-CONTCAR	1	Sb216	Sb	216	216	
yyf/4-crystal/6-MgS	yyf/4-crystal/6-MgS/1-opt	opt-CONTCAR	1	Mg108S108	Mg S	108 108	216	
yyf/5-O/1-In2O3	yyf/5-O/1-In2O3/3-opt	opt-CONTCAR	3	In80O120	In O	80 120	200	
yyf/5-O/1-In2O3/8-300atom/1-model	yyf/5-O/1-In2O3/8-300atom/1-model/3-opt	opt-CONTCAR	1	In120O179	In O	120 179	299	
yyf/5-O/1-In2O3/8-300atom/2-model	yyf/5-O/1-In2O3/8-300atom/2-model/3-opt	opt-CONTCAR	2	In120O180	In O	120 180	300	
yyf/5-O/1-In2O3/8-300atom/3-model	yyf/5-O/1-In2O3/8-300atom/3-model/3-opt	opt-CONTCAR	2	In120O180	In O	120 180	300	
yyf/5-O/1-In2O3/8-300atom/3-model/8-remove1O	yyf/5-O/1-In2O3/8-300atom/3-model/8-remove1O/1-OPT	opt-CONTCAR	2	In120O179	In O	120 179	299	
yyf/5-O/2-InOGW	yyf/5-O/2-InOGW/1-opt	opt-CONTCAR	2	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_1	yyf/5-O/4-models/STRUCTURE_1/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_101	yyf/5-O/4-models/STRUCTURE_101/3-opt	opt-CONTCAR	2	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_102	yyf/5-O/4-models/STRUCTURE_102/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_103	yyf/5-O/4-models/STRUCTURE_103/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_104	yyf/5-O/4-models/STRUCTURE_104/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_105	yyf/5-O/4-models/STRUCTURE_105/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_106	yyf/5-O/4-models/STRUCTURE_106/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_107	yyf/5-O/4-models/STRUCTURE_107/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_108	yyf/5-O/4-models/STRUCTURE_108/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_109	yyf/5-O/4-models/STRUCTURE_109/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_110	yyf/5-O/4-models/STRUCTURE_110/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_111	yyf/5-O/4-models/STRUCTURE_111/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_112	yyf/5-O/4-models/STRUCTURE_112/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_113	yyf/5-O/4-models/STRUCTURE_113/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_114	yyf/5-O/4-models/STRUCTURE_114/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_115	yyf/5-O/4-models/STRUCTURE_115/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_116	yyf/5-O/4-models/STRUCTURE_116/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_117	yyf/5-O/4-models/STRUCTURE_117/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_118	yyf/5-O/4-models/STRUCTURE_118/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_119	yyf/5-O/4-models/STRUCTURE_119/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_120	yyf/5-O/4-models/STRUCTURE_120/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_2	yyf/5-O/4-models/STRUCTURE_2/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_201	yyf/5-O/4-models/STRUCTURE_201/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_202	yyf/5-O/4-models/STRUCTURE_202/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_203	yyf/5-O/4-models/STRUCTURE_203/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_204	yyf/5-O/4-models/STRUCTURE_204/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_3	yyf/5-O/4-models/STRUCTURE_3/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_4	yyf/5-O/4-models/STRUCTURE_4/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/4-models/STRUCTURE_5	yyf/5-O/4-models/STRUCTURE_5/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/5-crystal/11-80atom	yyf/5-O/5-crystal/11-80atom/13-opt/1-opt	opt-CONTCAR	2	In32O48	In O	32 48	80	
yyf/5-O/5-crystal/11-80atom/11-1Ga	yyf/5-O/5-crystal/11-80atom/11-1Ga/1-opt	opt-CONTCAR	1	In31Ga1O48	In Ga O	31 1 48	80	
yyf/5-O/5-crystal/11-80atom/12-Garemove1O	yyf/5-O/5-crystal/11-80atom/12-Garemove1O/1-opt	opt-CONTCAR	2	In31Ga1O47	In Ga O	31 1 47	79	
yyf/5-O/5-crystal/11-80atom/13-opt/3-1Oopt	yyf/5-O/5-crystal/11-80atom/13-opt/3-1Oopt	opt-CONTCAR	1	In32O47	In O	32 47	79	
yyf/5-O/5-crystal/11-80atom/2-remove1O	yyf/5-O/5-crystal/11-80atom/2-remove1O	opt-CONTCAR	1	In16O23	In O	16 23	39	
yyf/5-O/5-crystal/11-80atom/6-remove1O2+	yyf/5-O/5-crystal/11-80atom/6-remove1O2+	opt-CONTCAR	1	In16O23	In O	16 23	39	
yyf/5-O/5-crystal/11-80atom/9-1Ga	yyf/5-O/5-crystal/11-80atom/9-1Ga/1-opt	opt-CONTCAR	3	In15Ga1O24	In Ga O	15 1 24	40	
yyf/5-O/5-crystal/5-nGa	yyf/5-O/5-crystal/5-nGa/1-opt	opt-CONTCAR	1	Ga8O12	Ga O	8 12	20	
yyf/5-O/5-crystal/6-444cry	yyf/5-O/5-crystal/6-444cry/1-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_1	yyf/5-O/6-models/STRUCTURE_1/3-opt	opt-CONTCAR	2	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_10	yyf/5-O/6-models/STRUCTURE_10/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_11	yyf/5-O/6-models/STRUCTURE_11/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_12	yyf/5-O/6-models/STRUCTURE_12/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_13	yyf/5-O/6-models/STRUCTURE_13/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_14	yyf/5-O/6-models/STRUCTURE_14/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_15	yyf/5-O/6-models/STRUCTURE_15/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_16	yyf/5-O/6-models/STRUCTURE_16/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_17	yyf/5-O/6-models/STRUCTURE_17/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_18	yyf/5-O/6-models/STRUCTURE_18/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_19	yyf/5-O/6-models/STRUCTURE_19/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_2	yyf/5-O/6-models/STRUCTURE_2/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_20	yyf/5-O/6-models/STRUCTURE_20/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_21	yyf/5-O/6-models/STRUCTURE_21/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_22	yyf/5-O/6-models/STRUCTURE_22/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_23	yyf/5-O/6-models/STRUCTURE_23/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_24	yyf/5-O/6-models/STRUCTURE_24/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_25	yyf/5-O/6-models/STRUCTURE_25/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_26	yyf/5-O/6-models/STRUCTURE_26/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_27	yyf/5-O/6-models/STRUCTURE_27/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_28	yyf/5-O/6-models/STRUCTURE_28/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_29	yyf/5-O/6-models/STRUCTURE_29/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_3	yyf/5-O/6-models/STRUCTURE_3/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_30	yyf/5-O/6-models/STRUCTURE_30/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_31	yyf/5-O/6-models/STRUCTURE_31/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_32	yyf/5-O/6-models/STRUCTURE_32/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_33	yyf/5-O/6-models/STRUCTURE_33/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_34	yyf/5-O/6-models/STRUCTURE_34/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_35	yyf/5-O/6-models/STRUCTURE_35/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_36	yyf/5-O/6-models/STRUCTURE_36/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_37	yyf/5-O/6-models/STRUCTURE_37/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_38	yyf/5-O/6-models/STRUCTURE_38/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_39	yyf/5-O/6-models/STRUCTURE_39/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_4	yyf/5-O/6-models/STRUCTURE_4/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_40	yyf/5-O/6-models/STRUCTURE_40/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_41	yyf/5-O/6-models/STRUCTURE_41/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_42	yyf/5-O/6-models/STRUCTURE_42/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
yyf/5-O/6-models/STRUCTURE_43	yyf/5-O/6-models/STRUCTURE_43/3-opt	opt-CONTCAR	1	In16O24	In O	16 24	40	
